"id","note_a","note_b","note_c","note_d","note_e","note_num","id_chapter_id","note_a_en","note_b_en","note_c_en","note_d_en","note_e_en","note_num_en"
"39","""يشمل البند 13.02، فيما يشمل، خلاصة جـذور السوس وخلاصة الكركهن (البايرثروم)، خلاصة حشيشة الدينار، خلاصة الصبر وخلاصة الأفيون. # لا يشمل هذا البند ما يلى : # أ -  خـلاصات جذور السـوس (العرق سوس) المحتوية على أكثر من 10% وزناً من السكروز أو المهيأة كمصنوعات سكرية (البند 17.04)؛ # ب -  خلاصات شعير ناشظ (مالت) (البند 19.01)؛ # ج -  خلاصات بن أو شاى أو مته (البند 21.01)؛  # د -   العصارات والخلاصات النباتية التى تمثل مشروبات كحولية (الفصل 22)؛  # هـ -  كافور، جليسريزين أو الأصناف الأخر الداخلة فى البند 29.14 أو البند 29.38؛ # و -  مركزات قش الخشخاش المحتوية على ما لا يقل عن 50% وزناً من أشباه القلويات (البند29.39)؛  # ز -  الأدوية الداخـلة فـى البنـد 30.03 أو البند 30.04 والكواشف المعدة لتحديد فئات وفصائل أو عوامل الدم (البند 30.06)؛  # ح -  خلاصات الدباغة أو الصباغة (البند 32.01 أو البند 32.03)؛ # ط -  زيوت عطرية، جامدة أو سائلة أو صرفة، وراتنجات عطرية معروفة بـ """" الرزينويد """"، وراتنجات زيتية مستخلصة وكذلك المياه المقطرة العطرية ومحاليل مائية من الزيوت العطرية أو محضرات أساسها مواد عطرية من الأنواع المستخدمة فى صناعة المشروبات (الفصل 33)؛ # ى -  مطاط طبيعى وبلاته وطبرخة (جوتابركا) وجوايول وشيكل أو الصموغ الطبيعية المماثلة (البند 40.01). """,,,,,"ملاحظة 1:","13","Heading 13.02 applies, inter alia, to liquorice extract and extract of pyrethrum, extract of hops, extract of aloes and opium. #  The heading does not apply to : # (a)  Liquorice extract containing more than 10 % by weight of sucrose or put up as confectionery (heading 17.04); #  (b)  Malt extract (heading 19.01); # (c)  Extracts of coffee, tea or maté (heading 21.01); # (d)  Vegetable saps or extracts constituting alcoholic beverages (Chapter 22); #(e)  Camphor, glycyrrhizin or other products of heading 29.14 or 29.38; #    (f)  Concentrates of poppy straw containing not less than 50 % by weight of alkaloids (heading 29.39); # (g)  Medicaments of heading 30.03 or 30.04 or blood‑grouping reagents (heading 38.22); # (h)  Tanning or dyeing extracts (heading 32.01 or 32.03); # (ij)  Essential oils, concretes, absolutes, resinoids, extracted oleoresins, aqueous distillates or aqueous solutions of essential oils or preparations based on odoriferous substances of a kind used for the manufacture of beverages (Chapter 33); or # (k)  Natural rubber, balata, gutta‑percha, guayule, chicle or similar natural gums (heading 40.01).",,,,,"Note 1:"
"40","تستثنى من هذا الفصل وتتبع القسم الحادى عشر المنتجات التالية : المواد النباتية أو ألياف المواد النباتية من الأنواع المستخدمة أساساً فى صنع المنتجات النسجية مهما كانت طريقة تحضيرها، وكذلك المواد النباتية التى عولجت بقصد إستعمالها فقط كمواد نسجية . ",,,,,"ملاحظة 1:","14","This Chapter does not cover the following products which are to be classified in Section XI : vegetable materials or fibres of vegetable materials of a kind used primarily in the manufacture of textiles, however prepared, or other vegetable materials which have undergone treatment so as to render them suitable for use only as textile materials.",,,,,"Note 1:"
"41","""يشمل البند 14.01، فيمـا يشـمل، البوص الهندى """"بامبو"""" (وإن كان مشقوقاً أو منشوراً طـولياً أو مقطعاً بأطوال أو بنهايات مدورة، مبيضاً، معالجاً ضد الإشتعال، ملمعاً أو مصبوغاً)، وسلخ الصفصاف، قصبات الغاب ومايماثله ولب الخيزران والخيزران المشقوق أو المسحوب . لا يدخل فى هذا البند قدد وصفيحات وأشرطة الخشب (البند 44.04) .""",,,,,"ملاحظة 2:","14"," Heading 14.01 applies, inter alia, to bamboos (whether or not split, sawn lengthwise, cut to length, rounded at the ends, bleached, rendered non‑inflammable, polished or dyed), split osier, reeds and the like, to rattan cores and to drawn or split rattans. The heading does not apply to chipwood (heading 44.04).",,,,,"Note 2:"
"42","لا يدخل فى البند 14.02 صوف الخشب (قش الخشب) (البند 44.05) .",,,,,"ملاحظة 3:","14","Heading 14.04 does not apply to wood wool (heading 44.05) and prepared knots or tufts for broom or brush making (heading 96.03).",,,,,"Note 3:"
"43","""لا يدخل فى البند 14.03 الحزم أو الخصل المحضرة لأصناف المكانس أو الفراجين """"الفرش"""" (البند 96.03).""",,,,,"ملاحظة 4:","14",,,,,,
"44","لا  يشمل هذا الفصل :# أ -   شحم الخنـزير أو دهن طيور الدواجن الداخلة فى البند 02.09 ؛ # ب -  زبدة أو دهن أو زيت الكاكاو (البند 18.04) ؛ # ج -  المحضـرات الصالحة للأكل المحتوية على أكثر من 15% وزناً من المنتجات الداخلة فى البند 04.05 (الفصل 21 بصفة عامة) ؛ # د -   الحثالات (البند 23.01) أو البقايا الداخلة فى البنود من 23.04 الى 23.06 ؛ # هـ -  الأحمـاض الدهنيـة أو الشموع المحضرة أو المواد الدسمة المحولة الى محضرات صيدلة أو الى دهـانات أو ورنيش أو صابون أو محضرات عطور أو تطرية أو تجميل والزيوت المسلفنه وغيرها من المنتجات الداخلة فى القسم السادس ؛ # و -  أبدال المطاط (فاكتيس) المشتقة من الزيوت (البند 40.02) .",,,,,"ملاحظة 1:","15","This Chapter does not cover : #(a) Pig fat or poultry fat of heading 02.09; #  (b) Cocoa butter, fat or oil (heading 18.04); # (c) Edible preparations containing by weight more than 15 % of the products of heading 04.05 (generally Chapter 21); # (d) Greaves (heading 23.01) or residues of headings 23.04 to 23.06; # (e) Fatty acids, prepared waxes, medicaments, paints, varnishes, soap, perfumery, cosmetic or toilet preparations, sulphonated oils or other goods of Section VI; or # (f) Factice derived from oils (heading 40.02).",,,,,"Note 1:"
"45","لا يشمل البند 15.09 الزيوت المتحصل عليها من الزيتون بواسطة مذيبات (البند 15.10) .",,,,,"ملاحظة 2:","15","Heading 15.09 does not apply to oils obtained from olives by solvent extraction (heading 15.10).",,,,,"Note 2:"
"46","لا يشمل البند 15.18 الشحوم والدهون والزيوت وجزيئاتها المعطلة بصورة بسيطة، والتى تبـقى داخلة فى البنود الخاصة بالشحوم والزيوت والدهون وجزيئاتها المماثلة غير المعطلة .",,,,,"ملاحظة 3:","15","Heading 15.18 does not cover fats or oils or their fractions, merely denatured, which are to be classified in the heading appropriate to the corresponding undenatured fats and oils and their fractions.",,,,,"Note 3:"
"47","عجن التعادل (سوب ستوك) ورواسب الزيوت وقار السـتيارين وقار الجليسرول ورواسب دهن الصوف الداخلة فى البند 15.22 ",,,,,"ملاحظة 4:","15","Soap‑stocks, oil foots and dregs, stearin pitch, glycerol pitch and wool grease residues fall in heading 15.22.",,,,,"Note 4:"
"48","لا يشمل هذا الفصل اللحوم والأحشاء والأطراف والأسماك والقشريات والرخويات واللافقريات المائية الأخر، المحضرة أو المحفوظة بالطرق المذكورة فى الفصل (2) أو (3) أو البند 05.04 .",,,,,"ملاحظة 1:","16","This Chapter does not cover meat, meat offal, fish, crustaceans, molluscs or other aquatic invertebrates, as well as insects, prepared or preserved by the processes specified in Chapter 2 or 3, Note 6 to Chapter 4 or in heading 05.04.",,,,,"Note 1:"
"49","تدخل فى هذا الفصل المحضرات الغذائية بشرط أن تحتوى على أكثر من 20% من السجق (غليظ أو رفيع)،  اللحوم، الأحشاء، الأطراف، الدم، الأسماك، القشريات، الرخويات، اللافقريات المائية الأخر أو من أية توليفة منها . وفى حالة إحتواء هذه المحضرات الغذائية على إثنين أو أكثر من الأصناف المذكورة أعلاه، فإنها تتبع البند الملائم من الفصل (16 ) تبعاً للمكون أو المكونات الغالبة وزناً.  ولا تنطبق هذه الأحكام على المنتجات المحشوة الداخلة فى البند 19.02 ولا على المحضرات الداخلة فى البند 21.03 أو البند 21.04 .",,,,,"ملاحظة 2:","16","Food preparations fall in this Chapter provided that they contain more than 20 % by weight of sausage, meat, meat offal, blood, insects, fish or crustaceans, molluscs or other aquatic invertebrates, or any combination thereof. In cases where the preparation contains two or more of the products mentioned above, it is classified in the heading of Chapter 16 corresponding to the component or components which predominate by weight. These provisions do not apply to the stuffed products of heading 19.02 or to the preparations of heading 21.03 or 21.04.",,,,,"Note 2:"
"50","لا يشمل هذا الفصل :#أ- المصنوعات السكرية المحتوية على كاكاو (البند 18.06) ؛ # ب- السكر النقى كيميائياً (عدا السكروز أو اللاكتوز أو المالتوز أو الجلوكوز أو الفركتوز) أو المنتجات الأخر الداخلة فى البند 29.40 # ج- الأدوية أو غيرها من المنتجات الداخلة فى الفصل 30. ",,,,,"ملاحظة 1:","17","This Chapter does not cover : #(a) Sugar confectionery containing cocoa (heading 18.06); #(b) Chemically pure sugars (other than sucrose, lactose, maltose, glucose and fructose) or other products of heading 29.40; or # (c)  Medicaments or other products of Chapter 30.",,,,,"Note 1:"
"51","لايشمل هذا الفصل المحضرات الداخلة فى البنود 04.03، 19.01، 19.04، 19.05، 21.05، 22.02، 22.08، 30.03 أو 30.04",,,,,"ملاحظة 1:","18","This Chapter does not cover : # (a)     Food preparations containing more than 20 % by weight of sausage, meat, meat offal, blood, insects, fish or crustaceans, molluscs or other aquatic invertebrates, or any combination thereof (Chapter 16); # (b)     Preparations of headings 04.03, 19.01, 19.02, 19.04, 19.05, 21.05, 22.02, 22.08, 30.03 or 30.04.",,,,,"Note 1:"
"52","مـع مراعاة أحكام الملاحظة (1) من هذا الفصل، تدخل فى البند 18.06 المصنوعات السكرية المحتوية على كاكاو، وكذلك المحضرات الغذائية الأخر المحتوية على كاكاو ",,,,,"ملاحظة 2:","18","Heading 18.06 includes sugar confectionery containing cocoa and, subject to Note 1 to this Chapter, other food preparations containing cocoa.",,,,,"Note 2:"
"53","لايشمل هذا الفصل : # أ- المحضرات الغذائيـة التي تحتـوى على أكثر من 20% وزناً من السجق (غليظ أو رفيع) أو اللحـوم أو الأحشاء والأطـراف أو الدم أو الأسماك أو القشريات أو الرخويات أو غيرها من اللافقريات المائية أو من أية توليفة منها (الفصل 16)؛ وذلك بإستثناء المنتجات المحشوة التي تدخل في البند 1902 . # ب- المنتجات التي أساسها الدقيق أو النشاء (بسكويت..إلخ ) المعدة خصيصاً لتغذية الحيوانات (البند 23.09) # ج- الأدوية أو غيرها من منتجات الفصل 30",,,,,"ملاحظة 1:","19","This Chapter does not cover : # (a)   Except in the case of stuffed products of heading 19.02, food preparations containing more than 20 % by weight of sausage, meat, meat offal, blood, insects, fish or crustaceans, molluscs or other aquatic invertebrates , or any combination thereof (Chapter 16); # (b)   Biscuits or other articles made from flour or from starch, specially prepared for use in animal feeding (heading 23.09); or # (c)   Medicaments or other products of Chapter 30.",,,,,"Note 1:"
