id,material,name ,band ,clearanceFeeExport,priceImport,clearanceFee,priceFull,type,priceExport,note
92122,[03021400] ”бгжд «б√ЎбдЎн(Salmo salar) ж”бгжд «бѕ«дж»(Hucho hucho),”бгжд «б√ЎбдЎн(Salmo salar) ж”бгжд «бѕ«дж»(Hucho hucho),3021400,2,150,50,200,ж“д,0,
92123,[03021900] ”гя «б”бгжд Ў«“ћ √ж г»—ѕ Џѕ«(«б —жн  ж”«бгжд «бгЌнЎ «бе«ѕн) »«” Ћд«Ѕ «Ќ‘«Ѕ «б”гя «б’«бЌ… бб«яб,”гя «б”бгжд Ў«“ћ √ж г»—ѕ Џѕ«(«б —жн  ж”«бгжд «бгЌнЎ «бе«ѕн) »«” Ћд«Ѕ «Ќ‘«Ѕ «б”гя «б’«бЌ… бб«яб,3021900,2,150,50,200,ж“д,0,
92124,"[03022100] √”г«я «бёЁдѕ— (Reinhardtius hippoglossoides, Hippoglossus stenolepis, Hippoglossus Hippoglossus).","√”г«я «бёЁдѕ— (Reinhardtius hippoglossoides, Hippoglossus stenolepis, Hippoglossus Hippoglossus).",3022100,2,150,50,200,ж“д,0,
92125,[03022200] ”гя еж‘Џ (Pleuronectes platessa).,”гя еж‘Џ (Pleuronectes platessa).,3022200,2,150,50,200,ж“д,0,
92126,[03022300] ”гя гж”м (Solea).,”гя гж”м (Solea).,3022300,2,150,50,200,ж“д,0,
92127,"[03022400] ”гя «б —” ( —»ж  ""turbots"") (Psetta maxima).","”гя «б —” ( —»ж  ""turbots"") (Psetta maxima).",3022400,2,150,50,200,ж“д,0,
92128,"[03022900] √”г«я гЁбЎЌ… √ќ—,Ў«“ћ… √ж г»—ѕ…,(Џѕ« ”г№№№я «бёЁдѕ— ж”гя еж‘Џ ж”гя гж”м) Џѕ« «б‘—«∆Ќ ж..","√”г«я гЁбЎЌ… √ќ—,Ў«“ћ… √ж г»—ѕ…,(Џѕ« ”г№№№я «бёЁдѕ— ж”гя еж‘Џ ж”гя гж”м) Џѕ« «б‘—«∆Ќ ж..",3022900,2,150,50,200,ж“д,0,
92129,[03023100] ”гя  жд… »н÷«Ѕ (Thunnus alalunga).,”гя  жд… »н÷«Ѕ (Thunnus alalunga).,3023100,2,150,50,200,ж“д,0,
92130,[03023200] ”гя  жд… –«  “Џ«дЁ ’Ё—«Ѕ ( Thunnus albacares).,”гя  жд… –«  “Џ«дЁ ’Ё—«Ѕ ( Thunnus albacares).,3023200,2,150,50,200,ж“д,0,
92131,[03023300] ”гя бн” «ж” (»ждн  гќЎЎ «б»Ўд ) (Katsuwonus Pelamis),”гя бн” «ж” (»ждн  гќЎЎ «б»Ўд ) (Katsuwonus Pelamis),3023300,2,150,50,200,ж“д,0,
92132,"[03023400] ”гя «б жд… –«  «бЏнднд «бя»н— нд ""Bigeye"" (""Thunnus obesus"")","”гя «б жд… –«  «бЏнднд «бя»н— нд ""Bigeye"" (""Thunnus obesus"")",3023400,2,150,50,200,ж“д,0,
92133,"[03023500] ”гя  жд… «б√ЎбдЎн ж«бе«ѕн –«  «б“ЏдЁ… «б“—ё«Ѕ ""Bluefin"" (""Thunnus, Thynnus, Thunnus orintalis "").","”гя  жд… «б√ЎбдЎн ж«бе«ѕн –«  «б“ЏдЁ… «б“—ё«Ѕ ""Bluefin"" (""Thunnus, Thynnus, Thunnus orintalis "").",3023500,2,150,50,200,ж“д,0,
92134,"[03023600] ”гя  жд… «бћдж» –«  «б“ЏдЁ… «б“—ё«Ѕ ( "" Thunnus maccoyii "")","”гя  жд… «бћдж» –«  «б“ЏдЁ… «б“—ё«Ѕ ( "" Thunnus maccoyii "")",3023600,2,150,50,200,ж“д,0,
92135,[03023900] √”г«я  жде √ќ— (џ г ”) Ў«“ћ… √ж г»—ѕ… Џѕ« √Ќ‘«Ѕ «б”гя «б’«бЌ… бб√яб.,√”г«я  жде √ќ— (џ г ”) Ў«“ћ… √ж г»—ѕ… Џѕ« √Ќ‘«Ѕ «б”гя «б’«бЌ… бб√яб.,3023900,2,150,50,200,ж“д,0,
92136,"[03024100] ”гя «б—дћ… (Clupea pallasii, Clupea harengus).","”гя «б—дћ… (Clupea pallasii, Clupea harengus).",3024100,2,150,50,200,ж“д,0,
92137,"[03024200] ”гя «б√д‘ж« (""Engraulis spp"")","”гя «б√д‘ж« (""Engraulis spp"")",3024200,2,150,50,200,ж“д,0,
92138,"[03024300] ”гя «б”—ѕнд (Sardina pilchardus Sardinops spp.,) ж”«—ѕнднб« (spp. Sardinella)  ж —дћ… ’џн—…  √ж  «”»—Ў (  Sprattus sprattus).","”гя «б”—ѕнд (Sardina pilchardus Sardinops spp.,) ж”«—ѕнднб« (spp. Sardinella)  ж —дћ… ’џн—…  √ж  «”»—Ў (  Sprattus sprattus).",3024300,2,150,50,200,ж“д,0,
92139,"[03024400] ”гя «б√”ёг—н ""г«я«—нб""(  Scomber scombrus  ,Scomber australascius, Scomber japonicus).","”гя «б√”ёг—н ""г«я«—нб""(  Scomber scombrus  ,Scomber australascius, Scomber japonicus).",3024400,2,150,50,200,ж“д,0,
92140,"[03024500] «б‘нд‘«— ""chinchards"" (”гя ”бнг«д)(гд джЏ  —«яж—ж” trachurus spp)","«б‘нд‘«— ""chinchards"" (”гя ”бнг«д)(гд джЏ  —«яж—ж” trachurus spp)",3024500,2,150,50,200,ж“д,0,
92141,[03024600] ”гя яж»н« (Rachycentron canadum),”гя яж»н« (Rachycentron canadum),3024600,2,150,50,200,ж“д,0,
92142,[03024700] ”гя √»ж ”нЁ √ж ”н«Ё «б»Ќ— (Xiphias gladius),”гя √»ж ”нЁ √ж ”н«Ё «б»Ќ— (Xiphias gladius),3024700,2,150,50,200,ж“д,0,
92143,[03024900] џн—е«,џн—е«,3024900,2,150,50,200,ж“д,0,
92144,"[03025100] ”гя «бёѕ (Gadus macrocephalus, Gadus ogac, Gadus morhua).","”гя «бёѕ (Gadus macrocephalus, Gadus ogac, Gadus morhua).",3025100,2,150,50,200,ж“д,0,
92145,[03025200] ”гя «бЌѕжё (Melanogrammus aeglefinus).,”гя «бЌѕжё (Melanogrammus aeglefinus).,3025200,2,150,50,200,ж“д,0,
92146,[03025300] ”гя √”жѕ (Pollachius virens).,”гя √”жѕ (Pollachius virens).,3025300,2,150,50,200,ж“д,0,
92147,"[03025400] ”гя «бд«“бн (Merluccius spp, Urophycis spp.)","”гя «бд«“бн (Merluccius spp, Urophycis spp.)",3025400,2,150,50,200,ж“д,0,
92148,[03025500] ”гя »жб«я √б«”я« (Theragra chalcogramma),”гя »жб«я √б«”я« (Theragra chalcogramma),3025500,2,150,50,200,ж“д,0,
92149,"[03025600] ”гя гн—б«д √“—ё (Micromesistius australis, Micromesistius poutassou).","”гя гн—б«д √“—ё (Micromesistius australis, Micromesistius poutassou).",3025600,2,150,50,200,ж“д,0,
92150,[03025900] џн—е«,џн—е«,3025900,2,150,50,200,ж“д,0,
92151,"[03027100] ”гя «б»бЎн (""Oreochromis spp."").","”гя «б»бЎн (""Oreochromis spp."").",3027100,2,150,50,200,ж“д,0,
92152,"[03027200] «б”нббж—н«  (Pangasius spp.  Silurus spp., Clarias spp.,  , Ictalurus spp.).","«б”нббж—н«  (Pangasius spp.  Silurus spp., Clarias spp.,  , Ictalurus spp.).",3027200,2,150,50,200,ж“д,0,
92153,"[03027300] ”гя «б‘»жЎ (Cyprinus  spp.   Carassius spp., ,Ctenopharyngodon idellus, Hypophthalmichthys spp. Cirrhinus spp., Mylopharyngodon piceus, ,Labeo spp., Catla Catla   Leptobarbus hoeveni, Osteochilus hasselti.,  Megalobrama spp.,).","”гя «б‘»жЎ (Cyprinus  spp.   Carassius spp., ,Ctenopharyngodon idellus, Hypophthalmichthys spp. Cirrhinus spp., Mylopharyngodon piceus, ,Labeo spp., Catla Catla   Leptobarbus hoeveni, Osteochilus hasselti.,  Megalobrama spp.,).",3027300,2,150,50,200,ж“д,0,
92154,[03027400] ”гя «б√дёбн” (Anguilla spp.),”гя «б√дёбн” (Anguilla spp.),3027400,2,150,50,200,ж“д,0,
92155,[03027900] џн—е«,џн—е«,3027900,2,150,50,200,ж“д,0,
92156,"[03028100] яб«» «б»Ќ— ""Dogfish"" жџн—е« гд ”гя ё—‘","яб«» «б»Ќ— ""Dogfish"" жџн—е« гд ”гя ё—‘",3028100,2,150,50,200,ж“д,0,
92157,[03028200] ”гя «б‘Ёднд «б»Ќ—н ж”гя гЁбЎЌ Ўжнб «б–нб (—«ћнѕ«н) Rajidae,”гя «б‘Ёднд «б»Ќ—н ж”гя гЁбЎЌ Ўжнб «б–нб (—«ћнѕ«н) Rajidae,3028200,2,150,50,200,ж“д,0,
92158,[03028300] ”гя √»ж ”д (Dissostichus),”гя √»ж ”д (Dissostichus),3028300,2,150,50,200,ж“д,0,
92159,"[03028400] ”гя «бё«—ж” (bars) (–∆» «б»Ќ— ""loups"") (Dicentrarchus).","”гя «бё«—ж” (bars) (–∆» «б»Ќ— ""loups"") (Dicentrarchus).",3028400,2,150,50,200,ж“д,0,
92160,[03028500] ”гя «б√Ўб”н ж«бг ж”Ў (»г« Ёне« «бЁ—нѕм ж«бћ—»нѕн) (Sparidae),”гя «б√Ўб”н ж«бг ж”Ў (»г« Ёне« «бЁ—нѕм ж«бћ—»нѕн) (Sparidae),3028500,2,150,50,200,ж“д,0,
92161,[03028900] џн—е«,џн—е«,3028900,2,150,50,200,ж“д,0,
92162,[03029000] √я»«ѕ ж»н÷ жџѕѕ  –ян—,√я»«ѕ ж»н÷ жџѕѕ  –ян—,3029000,2,150,50,200,ж“д,0,
92163,[03029100] √я»«ѕ ж»н÷ жџѕѕ  –ян— (»Ў«—ќ),√я»«ѕ ж»н÷ жџѕѕ  –ян— (»Ў«—ќ),3029100,2,150,50,200,ж“д,0,
92164,[03029200] “Џ«дЁ ”гя «бё—‘,“Џ«дЁ ”гя «бё—‘,3029200,2,150,50,200,ж“д,0,
92165,[03029900] џн—е«,џн—е«,3029900,2,150,50,200,ж“д,0,
92166,"[03031100] ”бгжд ”жя ¬н""sockeye""(”«бгжд √Ќг—) (Oncorhynchus nerka)","”бгжд ”жя ¬н""sockeye""(”«бгжд √Ќг—) (Oncorhynchus nerka)",3031100,2,150,50,200,ж“д,0,
92167,"[03031200] ”гя ”бгжд √ќ— гд «бгЌнЎ «бе«ѕн ("" Oncorhynchus nerka""  ,"" Onchorynchus Gorbuscha"", "" Onchorynchus keta"", ""Onchorynchus Tschawytscha"" ,  ""Onchorynchus kisutch "" , ""Onchorynchus Masou"" ,  ""Onchorynchus Rhodurus "".","”гя ”бгжд √ќ— гд «бгЌнЎ «бе«ѕн ("" Oncorhynchus nerka""  ,"" Onchorynchus Gorbuscha"", "" Onchorynchus keta"", ""Onchorynchus Tschawytscha"" ,  ""Onchorynchus kisutch "" , ""Onchorynchus Masou"" ,  ""Onchorynchus Rhodurus "".",3031200,2,150,50,200,ж“д,0,
92168,[03031300] ”бгжд «б√ЎбдЎн ( Salmo salar) ж”«бгжд «бѕ«дж» (Hucho hucho).,”бгжд «б√ЎбдЎн ( Salmo salar) ж”«бгжд «бѕ«дж» (Hucho hucho).,3031300,2,150,50,200,ж“д,0,
92169,"[03031400] ”гя «б —жн  (Salmo trutta ,Oncorhynchus mykiss  ,Oncorhynchus clarki ,Oncorhynchus aguabonita, Oncorhynchus gilae , Oncorhynchus apache , Oncorhynchus  chrysogaster).","”гя «б —жн  (Salmo trutta ,Oncorhynchus mykiss  ,Oncorhynchus clarki ,Oncorhynchus aguabonita, Oncorhynchus gilae , Oncorhynchus apache , Oncorhynchus  chrysogaster).",3031400,2,150,50,200,ж“д,0,
92170,[03031900] џн—е«,џн—е«,3031900,2,150,50,200,ж“д,0,
92171,"[03032300] ”гя »бЎн (джЏ √ж—нжя—жгн” ""Oreochromis"")","”гя »бЎн (джЏ √ж—нжя—жгн” ""Oreochromis"")",3032300,2,150,50,200,ж“д,0,
92172,"[03032400] «б”нббж—н«   (Pangasius spp. Silurus spp., Clarias spp., , Ictalurus spp.).","«б”нббж—н«   (Pangasius spp. Silurus spp., Clarias spp., , Ictalurus spp.).",3032400,2,150,50,200,ж“д,0,
92173,"[03032500] ”гя «б‘»жЎ (Cyprinus  spp.   Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp.   Leptobarbus hoeveni, Osteochilus hasselti,  Megalobrama spp.,).","”гя «б‘»жЎ (Cyprinus  spp.   Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp.   Leptobarbus hoeveni, Osteochilus hasselti,  Megalobrama spp.,).",3032500,2,150,50,200,ж“д,0,
92174,[03032600] ”гя «б≈дёбн” (Anguilla spp.).,”гя «б≈дёбн” (Anguilla spp.).,3032600,2,150,50,200,ж“д,0,
92175,"[03032900] √”г«я ”бгжд √ќ—, Џѕ« √”г«я (”бгжд «бе«ѕн ж«б√ЎбдЎн ж«бѕ«дж» ж«б —жн )° гћгѕ….","√”г«я ”бгжд √ќ—, Џѕ« √”г«я (”бгжд «бе«ѕн ж«б√ЎбдЎн ж«бѕ«дж» ж«б —жн )° гћгѕ….",3032900,2,150,50,200,ж“д,0,
92211,"[03043200] «б”нббж—н«   (Pangasius spp. Silurus spp., Clarias spp., , Ictalurus spp.).","«б”нббж—н«   (Pangasius spp. Silurus spp., Clarias spp., , Ictalurus spp.).",3043200,2,150,50,200,ж“д,0,
92176,"[03033100] ”гя «бёЁдѕ— (Reinhardtius hippoglossoides, Hippoglossus stenolepis, Hippoglossus Hippoglossus).","”гя «бёЁдѕ— (Reinhardtius hippoglossoides, Hippoglossus stenolepis, Hippoglossus Hippoglossus).",3033100,2,150,50,200,ж“д,0,
92177,[03033200] ”гя еж‘Џ (Pleuronectes platessa).,”гя еж‘Џ (Pleuronectes platessa).,3033200,2,150,50,200,ж“д,0,
92178,[03033300] ”гя гж”м (Solea spp.).,”гя гж”м (Solea spp.).,3033300,2,150,50,200,ж“д,0,
92179,[03033400] ”гя «б —” ( —»ж )(Psetta maxima).,”гя «б —” ( —»ж )(Psetta maxima).,3033400,2,150,50,200,ж“д,0,
92180,"[03033900] √”г«я гЁбЎЌ…√ќ—,гћгѕ…,(Џѕ« ”гя «бёЁдѕ— ж”гя еж‘Џ ж”гя гж”м)","√”г«я гЁбЎЌ…√ќ—,гћгѕ…,(Џѕ« ”гя «бёЁдѕ— ж”гя еж‘Џ ж”гя гж”м)",3033900,2,150,50,200,ж“д,0,
92181,[03034100] ”гя  жд… »н÷«Ѕ  (Thunnus alalunga).,”гя  жд… »н÷«Ѕ  (Thunnus alalunga).,3034100,2,150,50,200,ж“д,0,
92182,[03034200]  жд… –«  “Џ«дЁ  ’Ё—«Ѕ ( Thunnus albacares)., жд… –«  “Џ«дЁ  ’Ё—«Ѕ ( Thunnus albacares).,3034200,2,150,50,200,ж“д,0,
92183,[03034300] ”гя бн” «ж” (Listaos) (»ждн  гќЎЎ «б»Ўд) (Katsuwonus Pelamis),”гя бн” «ж” (Listaos) (»ждн  гќЎЎ «б»Ўд) (Katsuwonus Pelamis),3034300,2,150,50,200,ж“д,0,
92184,"[03034400] √”г«я «б жд… –«  «бЏнднд «бя»н— нд ""Bigeye"" (джЏ Ћждж” √ж»н”ж” ""Thunnus obesus"")","√”г«я «б жд… –«  «бЏнднд «бя»н— нд ""Bigeye"" (джЏ Ћждж” √ж»н”ж” ""Thunnus obesus"")",3034400,2,150,50,200,ж“д,0,
92185,"[03034500] √”г«я «б жд… –«  «б“ЏдЁ… «б“—ё«Ѕ ""Blufin"" «б√ЎбдЎн «бедѕн (джЏ Ћждж” Ћндж” ""Thunnus thynnus"")","√”г«я «б жд… –«  «б“ЏдЁ… «б“—ё«Ѕ ""Blufin"" «б√ЎбдЎн «бедѕн (джЏ Ћждж” Ћндж” ""Thunnus thynnus"")",3034500,2,150,50,200,ж“д,0,
92186,"[03034600] √”г«я  жд… «бћдж» –«  «б“ЏдЁ… «б“—ё«Ѕ,гћгѕ","√”г«я  жд… «бћдж» –«  «б“ЏдЁ… «б“—ё«Ѕ,гћгѕ",3034600,2,150,50,200,ж“д,0,
92187,[03034900] √”г«я  жде √ќ— (џ г ”) гћгѕ….,√”г«я  жде √ќ— (џ г ”) гћгѕ….,3034900,2,150,50,200,ж“д,0,
92188,"[03035100] ”гя «б—дћ… ( Clupea harengus Clupea pallasii, ).","”гя «б—дћ… ( Clupea harengus Clupea pallasii, ).",3035100,2,150,50,200,ж“д,0,
92189,"[03035300] ”—ѕнд гд джЏ (Sardina  pilchardus, Sardinops spp.)°    ”«—ѕндбб«  (Sardinella spp.)° —дћ… ’џн—… √ж √”»—Ў (  Sprattus Sprattus).","”—ѕнд гд джЏ (Sardina  pilchardus, Sardinops spp.)°    ”«—ѕндбб«  (Sardinella spp.)° —дћ… ’џн—… √ж √”»—Ў (  Sprattus Sprattus).",3035300,2,150,50,200,ж“д,0,
92190,"[03035400] ”гя «б≈”ёг—н ""г«я—нб""(Scomber  scombrus ,Scomber australascius  ,Scomber japonicus).","”гя «б≈”ёг—н ""г«я—нб""(Scomber  scombrus ,Scomber australascius  ,Scomber japonicus).",3035400,2,150,50,200,ж“д,0,
92191,"[03035500] ”гя ‘нд‘«— ""chinchards"" (”гя ”бнг«д) (  Trachurus spp.).","”гя ‘нд‘«— ""chinchards"" (”гя ”бнг«д) (  Trachurus spp.).",3035500,2,150,50,200,ж“д,0,
92192,[03035600] ”гя яж»н« ( Rachycentron canadum).,”гя яж»н« ( Rachycentron canadum).,3035600,2,150,50,200,ж“д,0,
92193,"[03035700] ”гя √»ж нж”Ё √ж ”н«Ё «б»Ќ— гд Ё’нб… “нЁн«” џб«ѕнж”(""xiphias gladius sword fish"")","”гя √»ж нж”Ё √ж ”н«Ё «б»Ќ— гд Ё’нб… “нЁн«” џб«ѕнж”(""xiphias gladius sword fish"")",3035700,2,150,50,200,ж“д,0,
92194,"[03036300] ”гя «бёѕ (Gadus macrocephalus, Gadus ogac, Gadus morhua).","”гя «бёѕ (Gadus macrocephalus, Gadus ogac, Gadus morhua).",3036300,2,150,50,200,ж“д,0,
92195,"[03036400] ”гя «бЌѕжё ""Haddock"" (Merlanogrammus aeglefinus).","”гя «бЌѕжё ""Haddock"" (Merlanogrammus aeglefinus).",3036400,2,150,50,200,ж“д,0,
92196,"[03036500] ”гя √”жѕ ( "" Virens Pollachius "").","”гя √”жѕ ( "" Virens Pollachius "").",3036500,2,150,50,200,ж“д,0,
92197,"[03036600] ”гя д«“бн (Urophycis spp., Merluccius sp).","”гя д«“бн (Urophycis spp., Merluccius sp).",3036600,2,150,50,200,ж“д,0,
92198,[03036700] ”гя »жб«я «б«”я« (Theragra chalcogramma).,”гя »жб«я «б«”я« (Theragra chalcogramma).,3036700,2,150,50,200,ж“д,0,
92199,"[03036800] ”гя ёѕ √“—ё (Micromesistius  poutassou , Micromesistius australis ).","”гя ёѕ √“—ё (Micromesistius  poutassou , Micromesistius australis ).",3036800,2,150,50,200,ж“д,0,
92200,[03036900] џн—е«,џн—е«,3036900,2,150,50,200,ж“д,0,
92201,"[03038100] яб«» «б»Ќ— ""Dog fish"" жџн—е« гд √”г«я «бё—‘","яб«» «б»Ќ— ""Dog fish"" жџн—е« гд √”г«я «бё—‘",3038100,2,150,50,200,ж“д,0,
92202,[03038200] ”гя «б‘Ёднд «б»Ќ—н ж”гя гЁбЎЌ Ўжнб «б–нб («б”Ёд) (Rajidae).,”гя «б‘Ёднд «б»Ќ—н ж”гя гЁбЎЌ Ўжнб «б–нб («б”Ёд) (Rajidae).,3038200,2,150,50,200,ж“д,0,
92203,[03038300] ”гя √»ж ”д (Dissostichus spp.).,”гя √»ж ”д (Dissostichus spp.).,3038300,2,150,50,200,ж“д,0,
92204,"[03038400] «бё«—ж”(bars) (–∆» «б»Ќ— ""loups"") (ѕн”д —«—яж”)","«бё«—ж”(bars) (–∆» «б»Ќ— ""loups"") (ѕн”д —«—яж”)",3038400,2,150,50,200,ж“д,0,
92205,[03038900] џн—е«,џн—е«,3038900,2,150,50,200,ж“д,0,
92206,[03039000] √я»«ѕ ж»н÷ жџѕѕ  –ян—,√я»«ѕ ж»н÷ жџѕѕ  –ян—,3039000,2,150,50,200,ж“д,0,
92207,[03039100] √я»«ѕ ж»н÷ жџѕѕ  –ян— (»Ў«—ќ).,√я»«ѕ ж»н÷ жџѕѕ  –ян— (»Ў«—ќ).,3039100,2,150,50,200,ж“д,0,
92208,[03039200] “Џ«дЁ ”гя «бё—‘,“Џ«дЁ ”гя «бё—‘,3039200,2,150,50,200,ж“д,0,
92209,[03039900] џн—е«,џн—е«,3039900,2,150,50,200,ж“д,0,
92210,[03043100] ”гя «б»бЎм (джЏ Oreochromis ).,”гя «б»бЎм (джЏ Oreochromis ).,3043100,2,150,50,200,ж“д,0,
92212,[03043300] ”гя де— «бднб («б»н«÷ «бднбн) (Lates niloticus).,”гя де— «бднб («б»н«÷ «бднбн) (Lates niloticus).,3043300,2,150,50,200,ж“д,0,
92213,[03043900] џн—е«,џн—е«,3043900,2,150,50,200,ж“д,0,
92214,"[03044100] ”бгжд «бгЌнЎ «бе«ѕн ( Oncorhynchus nerka  ,Oncorhynchus gorbucsha , Oncorhynchus keta ,Oncorhynchus tschawytsha, Oncorhynchus kisutch , Oncorhynchus masou, Oncorhynchus Rhodurus )  ”гя ”бгжд «бгЌнЎ «б√ЎбдЎн  (Salmo salar)° ”гя «бѕ«дж» (Hucho Hucho).","”бгжд «бгЌнЎ «бе«ѕн ( Oncorhynchus nerka  ,Oncorhynchus gorbucsha , Oncorhynchus keta ,Oncorhynchus tschawytsha, Oncorhynchus kisutch , Oncorhynchus masou, Oncorhynchus Rhodurus )  ”гя ”бгжд «бгЌнЎ «б√ЎбдЎн  (Salmo salar)° ”гя «бѕ«дж» (Hucho Hucho).",3044100,2,150,50,200,ж“д,0,
92215,"[03044200] ”гя «б —жн  (Salmo trutta ,Oncorhynchus mykiss  ,Oncorhynchus clarki ,Oncorhynchus aguabonita, Oncorhynchus gilae , Oncorhynchus apache , Oncorhynchus  chrysogaster).","”гя «б —жн  (Salmo trutta ,Oncorhynchus mykiss  ,Oncorhynchus clarki ,Oncorhynchus aguabonita, Oncorhynchus gilae , Oncorhynchus apache , Oncorhynchus  chrysogaster).",3044200,2,150,50,200,ж“д,0,
92216,"[03044300] √”г«я гЁбЎЌ… (Pleuronectidae ,Bothidae, Cynoglossidae Soleidae, Scophthalmidae ж Citharidae).","√”г«я гЁбЎЌ… (Pleuronectidae ,Bothidae, Cynoglossidae Soleidae, Scophthalmidae ж Citharidae).",3044300,2,150,50,200,ж“д,0,
92217,"[03044400] √”г«я гд Џ«∆б… (Bregmacerotidae Euclichthyidae, ,Gadidae,  Moridae, Merlucciidae, Melanonidae, Macrouridae  ж Muraenolepididae ).","√”г«я гд Џ«∆б… (Bregmacerotidae Euclichthyidae, ,Gadidae,  Moridae, Merlucciidae, Melanonidae, Macrouridae  ж Muraenolepididae ).",3044400,2,150,50,200,ж“д,0,
92218,[03044500] ”гя √»ж ”нЁ √ж ”н«Ё «б»Ќ— гд Ё’нб… (я”нЁн«” џб«ѕнж”),”гя √»ж ”нЁ √ж ”н«Ё «б»Ќ— гд Ё’нб… (я”нЁн«” џб«ѕнж”),3044500,2,150,50,200,ж“д,0,
92219,[03044600] ”гя √»ж ”д (  Dissostichus).,”гя √»ж ”д (  Dissostichus).,3044600,2,150,50,200,ж“д,0,
92220,[03044700] яб«» «б»Ќ—ж џн—е« гд √”г«я «бё—‘,яб«» «б»Ќ—ж џн—е« гд √”г«я «бё—‘,3044700,2,150,50,200,ж“д,0,
92221,[03044800] ”гя «б‘Ёднд ж ”гя гЁбЎЌ Ўжнб «б–нб («б”Ёд) (Rajidae),”гя «б‘Ёднд ж ”гя гЁбЎЌ Ўжнб «б–нб («б”Ёд) (Rajidae),3044800,2,150,50,200,ж“д,0,
92222,[03044900] џн—е«,џн—е«,3044900,2,150,50,200,ж“д,0,
92223,"[03045100] ”гя «б»бЎм (Oreochromis spp.)° «б”нббж—н«  ( Pangasius spp. Silurus spp., Clarias spp., , Ictalurus spp.) ”гя «б‘»жЎ (Cyprinus spp. Carassius spp., Ctenopharyngodon idellus Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoevni Megalobrama spp.,)° ”гя де— «бднб («б»н«÷ «бднбн) (Lates niloticus).","”гя «б»бЎм (Oreochromis spp.)° «б”нббж—н«  ( Pangasius spp. Silurus spp., Clarias spp., , Ictalurus spp.) ”гя «б‘»жЎ (Cyprinus spp. Carassius spp., Ctenopharyngodon idellus Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoevni Megalobrama spp.,)° ”гя де— «бднб («б»н«÷ «бднбн) (Lates niloticus).",3045100,2,150,50,200,ж“д,0,
